row,comment,is_NL
14936,"Tiled images are broken up into a set of rectangular subregions called ""tiles"" which are all of the same size. Tile coordinates are such that (0,0) is in the top left of the image, with (1,0) being the tile to the immediate right of (0,0), etc. This interface allows tiles to be read from file one at a time, while also providing convenient access to various data about the tiling. Efficiency of random tile access depends strongly on the exact image type being used to store the tile data. Some image formats like TIFF don't model such random access directly, which means switching between subimages may be costly. If this becomes an issue, an alternative would be to provide a clone() function to make a copy of the backend, and use separate copies to access separate subimages.",1
14937,"Given two spatial transformations fl and fr represented by the displacement fields dfl and dfr, this filter computes the displacment field df that represents the spatial transformation f = fl o fr. The convention used in this filter is to rely on the order of the writing to distinguish the two field (the l letter stands for left, the r letter stands for right). This is necessary since the composition is not commutative. Note that the relationship between a transformation f and the displacement field df that represents it is given by f = Id + df so that a given point p gets transformed as f(p) = p + df(p) The composition can then be expressed as df = dfr + warp_{dfl}(dfr) where the warp operation results from a WarpVectorImageFilter whose input is df2 and whose warp is df1.",1
14938,"Morphological erosions using a parabolic structuring element can be used to compute a distance transform of a mask by setting the ""Outside"" value to 0 and the ""inside"" value to +infinity (or beyond the maximum possible value). The output of the parabolic erosion are the square of the distance to the nearest zero valued voxel. Thus we can compute the distance transform by taking the sqrt of the erosion. The output pixel type needs to support values as large as the square of the largest value of the distance - just use float to be safe. The inside is considered to have negative distances. Use InsideIsPositive(bool) to change. There are also OutsideValue methods which can be used in similar ways. Otherwise it is meant to have an interface to the other DistanceTransforms filters.",1
14939,"An annotation is a descriptive meta object that can be placed on a logic model's layer to mark a region of interest. The semantics of an annotation is user defined. The libdegate does not establish a relationship from an annotaion to another logic model object or to an background image region. Each annotation should have a class ID. This might be used to classify the kind of annotation. For example you can place an annotation 'above' a distored part of the background image to remember yourself, that this image part should be rephotographed. An image recognition algorithm may auto-annotate, that it is unsure e.g. if there is a via or not due to fuzzy thresholds. You can set a name and a description for the annotation as well. This class is designed to be derived for concrete annotations.",1
14940,"This class filters out satellites with prefit-residual grossly out of threshold. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""PrefitFilter"" object will visit every satellite in the GNSS data structure that is ""gRin"" and then taking the median values of all the reciever clock error as the ""true"" receiver clock, after that the 'true' prefit-residual are computed by back-substituting the dt, and if the value of the 'true' prefit-residual exceeds the thesold, the satellite will be deleted. Be warned that if a given satellite does not have the observations required, or if the true prefit-residual are out of threshold, the full satellite record will be summarily deleted from the data structure.",1
14941,"this is expected to be used for calibrating a camera who's optical frame is mounted directly to the ref_frame_ The macro takes a child and a parent link, and defines the following joints {child}_x_joint: {child}_y_joint: {child}_z_joint: {child}_yaw_joint: {child}_pitch_joint: {child}_roll_joint: it is expected that the launch file for the workcell will include a mutable_joint_state_publisher and that these joints are defined in the file whose name is held in the mutableJointStateYamlFile parameter push updates the joint states by calling the set_mutable_joint_states service pull listens to the joint states by calling the get_mutable_joint_states service, and computes the transform store updates the yaml file by calling the store_mutable_joint_states service intermediate transform is identity",1
14942,"When featurizing units, we represent each 2D cell as having one unit. Of course, StarCraft isn't so neat and tidy. Multiple units can be stacked on one location; sometimes ground units, but frequently air units as well. In order to featurize units on a 2D grid, we apply jitter to shake those units out into a one-to-one cell-to-(unit or no unit) mapping. Units get moved into nearby cells for featurization. This jitter class treats all units indiscriminately. If allowSameType is true, then we allow units of the same type to be on the same tile (no matter if they are jittered or not). Warning: This will not behave as expected for tanks since sieged and unsieged are two different units. However, stacked tanks should be almost impossible in normal situations. Note that neutral units will always be ignored.",1
14943,"This class is templated over the Image type. The images are set via methods SetImageArray(int, image. This metric makes use of user specified Transform and Interpolator arrays. The Transform is used to map points from a given fixed region to the domain of each image. The Interpolator is used to evaluate the image intensity at user specified geometric points. The Transform and Interpolator arrays are set via methods SetTransformArray(int, transform) and SetInterpolatorArray(int, interpolator). A stochastic function evaluation is used to increase the computational efficiency. At each iteration a random sample set is drawn from the image and the objective function is evaluated on that sample set. By default 100 samples points are used in each set. Other values can be set via the SetNumberOfSpatialSamples() method.",1
14944,"this is expected to be used by a camera who's position is defined by the urdf using the calibration xacro macro The macro takes a child and a parent link, and defines the following joints {child}_x_joint: {child}_y_joint: {child}_z_joint: {child}_yaw_joint: {child}_pitch_joint: {child}_roll_joint: it is expected that the launch file for the workcell will include a mutable_joint_state_publisher and that these joints are defined in the file whose name is held in the mutableJointStateYamlFile parameter push updates the joint states by calling the set_mutable_joint_states service pull listens to the joint states by calling the get_mutable_joint_states service, and computes the transform store updates the yaml file by calling the store_mutable_joint_states service intermediate transform is from mounting_frame_ to ref_frame_",1
14945,"This class computes the delay in the signal due to changes in the gravity field. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""GravitationalDelay"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will compute the delay in the signal caused by the change in the gravity field when the signal travels from satellite to receiver. This effect is small, ranging from about 0.01 to 0.02 m, and it is only used for precise positioning. The result is stored in the GDS with its own type: ""TypeID::gravDelay"" (in meters) and should be used in the prefit residual computation process, like the more general relativity effect (which is related but it is not the same). Class ""LinearCombinations"" takes it into account.",1
14946,"This class computes the delay in the signal due to changes in the gravity field. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""GravitationalDelay"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will compute the delay in the signal caused by the change in the gravity field when the signal travels from satellite to receiver. This effect is small, ranging from about 0.01 to 0.02 m, and it is only used for precise positioning. The result is stored in the GDS with its own type: ""TypeID::gravDelay"" (in meters) and should be used in the prefit residual computation process, like the more general relativity effect (which is related but it is not the same). Class ""LinearCombinations"" takes it into account.",1
14947,"This class is a wrap around the AdaptiveStochasticVarianceReducedGradientOptimizer class. It takes care of setting parameters and printing progress information. For more information about the optimization method, please read the documentation of the AdaptiveStochasticVarianceReducedGradientOptimizer class. This optimizer is very suitable to be used in combination with the Random image sampler, or with the RandomCoordinate image sampler, with the setting (NewSamplesEveryIteration ""true""). Much effort has been spent on providing reasonable default values for all parameters, to simplify usage. In most registration problems, good results should be obtained without specifying any of the parameters described below (except the first of course, which defines the optimizer to use). This optimization method is described in the following references:",1
14948,"A typical way to use this class follows: The ""XYZ2NEU"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will apply a rotation matrix to coefficients dx, dy and dz of the design matrix, yielding corresponding dLat, dLon and dH for each satellite. Take notice that the design matrix coefficients dx, dy and dz were computed by the ""ModeledPR"" object, so that step is mandatory. Also, the ""XYZ2NEU"" class is effective when properly coupled with the ""solver"" object (be it based on LMS or WMS). In order to get this, you must instruct the ""solver"" object to get the solution using a geometry/design matrix based on dLat, dLon and dH, instead of the defaults (dx, dy and dz). The later is achieved defining an appropriate ""gnssEquationDefinition"" object and instructing ""solver"" to use it as the default equation definition.",1
14949,"class which allows the Gipsa/Listic Labs model to be used. This retina model allows spatio-temporal image processing (applied on still images, video sequences). As a summary, these are the retina model properties: => It applies a spectral whithening (mid-frequency details enhancement) => high frequency spatio-temporal noise reduction => low frequency luminance to be reduced (luminance range compression) => local logarithmic luminance compression allows details to be enhanced in low light conditions USE : this model can be used basically for spatio-temporal video effects but also for : _using the getParvo method output matrix : texture analysiswith enhanced signal to noise ratio and enhanced details robust against input images luminance ranges _using the getMagno method output matrix : motion analysis also with the previously cited properties",1
14950,Base used for objects exchangeable via object references. Objects with active references may have methods invoked via the implemented dispatched method call mechanism. This system is OO-friendly and allows runtime polymorphism. Each object instance has its own dmc table (think c++ vtable) which may be be modified at runtime after initial setting by the ctor. One use is to swap out initial (compiled) methods for methods invoking lua scripted forms executed via the (future) embedded lua interpretor. In this form you get the javascript-esque object method redefinition capability. The other purpose is to allow proper OO inheritence in derived classes in the heararchy which may override previous bases' dmc table entries within their ctors. Since secure referencing requires a way to track object lifetime a registry reference is required for construction.,1
14951,"a wrapper class which allows the Gipsa/Listic Labs model to be used. This retina model allows spatio-temporal image processing (applied on still images, video sequences). As a summary, these are the retina model properties: => It applies a spectral whithening (mid-frequency details enhancement) => high frequency spatio-temporal noise reduction => low frequency luminance to be reduced (luminance range compression) => local logarithmic luminance compression allows details to be enhanced in low light conditions USE : this model can be used basically for spatio-temporal video effects but also for : _using the getParvo method output matrix : texture analysiswith enhanced signal to noise ratio and enhanced details robust against input images luminance ranges _using the getMagno method output matrix : motion analysis also with the previously cited properties",1
14952,"Master transaction details. Aggregates historical data from individual related protocol-specific transactions such as an HTTP client transaction and the corresponding HTTP or FTP server transaction. Individual transaction information worth sending or logging should be recorded here, ideally without exposing other master transaction users to internal details of individual transactions. For example, storing an HTTP client IP address is a good idea but storing a pointer to some client-side job which maintains that address is not. A master transaction is created by a newly accepted client connection, a new request on the existing client connection, or an internal request generated by Squid. All client-side protocols, including HTTP, HTCP, ICP, and SNMP will eventually create master transactions. A master transaction is auto-destroyed when its last user is gone.",1
14953,"This class provides a generic interface for multi-resolution registration using components of the registration framework. See documentation for ImageRegistrationMethod for a description of the registration framework components. The registration process is initiated by method Update(). The user must set the parameters of each component before calling this method. The number of resolution level to process can be set via SetNumberOfLevels(). At each resolution level, the user specified registration components are used to register downsampled version of the images by computing the transform parameters that will map one image onto the other image. The downsampled images are provided by user specified MultiResolutionPyramidImageFilters. User must specify the schedule for each pyramid externally prior to calling Update(). This class is templated over the image type.",1
14954,"This mode will do albedo normalization over most of the planet but near the terminator it will normalize topographic contrast to avoid the ""seams"" we are currently getting with the plain albedo normalization. The two effects will be joined seamlessly. In addition to the parameters for no-atmosphere albedo normaliza- tion (i.e., the photometric parameters and the choice of angles for normal albedo calculation) this mode needs two more parameters. INCMAT is the incidence angle at which the RMS contrast from al- bedo matches the RMS contrast from topography. (Could input a full 3-angle geometry at which the contrasts are equal but since the user is probably going to find this parameter by trial and er- ror it's easier to specify only incidence and use emission=0, phase=incidence for this second reference state.) ALBEDO, the av- erage normal albedo, is also needed.",1
14955,"One of the Bentley-Ottman post process functions. This one is dealing with the cases when a vertex is lying on a segment it doesn't belongs to, i.e. two neighboring segments are touching the third segment. The algorithm is generating a crossing point exactly at the vertex of each segment. This results in a sequence of CPoint-VPoint-CPoint which refer to the same place. First of all we need to make sure that the corresponding cross couples are sorted properly, because they will coincide and there is no way for the sorting function to find out which is the proper order. Then we have to deal with two general cases. Both segments are approaching from the same side - the K case. Then the crossing points should be removed. The second case is when the segments are piercing the third segment Then one of the crossing points and the vertex point are redundant and should be removed.",1
14956,"As of 16/01/2010, I have extended this to cope with time varying vector fields. The previous version of this class, only did 2D or 3D. This will do N/M-dimensional. However, be aware that for example, you can have N=2 dimensional vectors, and M=3 dimensional images. So, if N != M, then do you really want to try smoothing? It might be better to set the sigma to zero if you don't wan't smoothing in all dimensions. As of 16/01/2010, also note, that we now extend InPlaceImageFilter. This is because with time varying velocity fields, on decent size images, you need a lot of memory. So, rather than have an input/output buffer, we use one buffer. But this filter defaults to OFF to minimise impact on other programs that are not using time varying velocity fields. Obviously, you need some memory to perform the smoothing, so each subclass should clear references as soon as its done.",1
14957,"Class to implement asynchronous notification of completion. Use-case: An ""initiator"" needs to wait for a set of ""completers"" to finish a unit of work before an action can occur. This object tracks the progress of the set of completers, and allows the action to occur once all completers have signalled that they are done. The initiator and completers may be running in separate threads. The initiating thread is the thread that initiates the action, i.e. the connection read thread. A completing thread is any thread that contributes to completion, e.g. a store thread that does an async write. There may be zero or more completers. When the work is complete, a callback is invoked. The callback may be invoked in the Initiator thread, or one of the Completer threads. The callback is passed a flag indicating whether or not the callback is running under the context of the Initiator thread.",1
14958,"Class to implement asynchronous notification of completion. Use-case: An ""initiator"" needs to wait for a set of ""completers"" to finish a unit of work before an action can occur. This object tracks the progress of the set of completers, and allows the action to occur once all completers have signalled that they are done. The initiator and completers may be running in separate threads. The initiating thread is the thread that initiates the action, i.e. the connection read thread. A completing thread is any thread that contributes to completion, e.g. a store thread that does an async write. There may be zero or more completers. When the work is complete, a callback is invoked. The callback may be invoked in the Initiator thread, or one of the Completer threads. The callback is passed a flag indicating whether or not the callback is running under the context of the Initiator thread.",1
14959,"This class computes the Weighted Least Mean Squares Solution of a given equations set. This class may be used either in a Vector- and Matrix-oriented way, or with GNSS data structure objects from ""DataStructures"" class. A typical way to use this class with GNSS data structures follows: The ""SolverWMS"" object will extract all the data it needs from the GNSS data structure that is ""gRin"" and will try to solve the system of equations using the Weighted-Least-Mean-Squares method. It will also insert back postfit residual data into ""gRin"" if it successfully solves the equation system. Please note it needs some weights assigned to each satellite. This can be achieved with objects from classes such as ""ComputeIURAWeights"", ""ComputeMOPSWeights"", etc., but in any case this is a mandatory step. You may change the former by redefining the default equation definition to be used. For instance:",1
14960,"This class computes the Weighted Least Mean Squares Solution of a given equations set. This class may be used either in a Vector- and Matrix-oriented way, or with GNSS data structure objects from ""DataStructures"" class. A typical way to use this class with GNSS data structures follows: The ""SolverWMS"" object will extract all the data it needs from the GNSS data structure that is ""gRin"" and will try to solve the system of equations using the Weighted-Least-Mean-Squares method. It will also insert back postfit residual data into ""gRin"" if it successfully solves the equation system. Please note it needs some weights assigned to each satellite. This can be achieved with objects from classes such as ""ComputeIURAWeights"", ""ComputeMOPSWeights"", etc., but in any case this is a mandatory step. You may change the former by redefining the default equation definition to be used. For instance:",1
14961,"init method can potentially use a different iterator type. this is useful when state information is extracted from perhaps a containing block (e.g. L1Block), then used with a sub block (e.g. L2Block). to handle the second case. 2a. convert the seq parser from L1 to L2, communicate (and copy) the state of L1. additional api for convert and broadcast. minimal api change. requires L1 to be block (or cyclic with synchronization). 2b. create seq parser for L2, and initialize using all processes. no api change, but works only when L1 and L2 are block partitioned (or cyclic with synchronization). potentially less communication, and Parser does not need to have a broadcast semantic. 1a is not general, potentially complicated, and a source of potential errors. 1b and 2a share common apis. 2b requires application to specifically call init at L2. Also, already initialized L1 during data load.",1
14962,"This class compute modeled pseudoranges from satellites to a mobile receiver. This class may be used either in a Vector- and Matrix-oriented way, or with GNSS data structure objects from ""DataStructures"" class. In any case, it is intented to be used with stations where the position changes with time. A typical way to use this class with GNSS data structures follows: The ""ModeledPR"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will try to compute its model: Prefit residual, geometric distance, relativity delay, ionospheric/tropospheric corrections, geometry matrix, etc. When used with the "">>"" operator, this class returns the same incoming data structure with the extra data inserted along their corresponding satellites. Be warned that if a given satellite does not have the observations required, it will be summarily deleted from the data structure.",1
14963,"Instead of using a default pixel value when a requested pixel value is outside the image boundary, like VectorResampleImageFilter, the filter uses the value at the nearest pixel. Note that the choice of interpolator function can be important. This function is set via SetInterpolator(). The default is itk::VectorLinearInterpolateImageFunction<InputImageType, TInterpolatorPrecisionType>, which is reasonable for ordinary medical images. Since this filter produces an image which is a different size than its input, it needs to override several of the methods defined in ProcessObject in order to properly manage the pipeline execution model. In particular, this filter overrides ProcessObject::GenerateInputRequestedRegion() and ProcessObject::GenerateOutputInformation(). This filter is implemented as a multithreaded filter. It provides a ThreadedGenerateData() method for its implementation.",1
14964,"This is a class to compute the main values related to a given GNSS tropospheric model. A typical way to use this class follows: The ""ComputeTropModel"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will try to compute the main values of the corresponding tropospheric model: Total tropospheric slant correction, dry vertical delay, wet vertical delay, dry mapping function value and wet mapping function value. When used with the "">>"" operator, this class returns the same incoming data structure with the extra data inserted along their corresponding satellites. Be warned that if a given satellite does not have the information needed (mainly elevation), it will be summarily deleted from the data structure. This also implies that if you try to use a ""ComputeTropModel"" object without first defining the tropospheric model, then ALL satellites will be deleted.",1
14965,"This is a class to compute the main values related to a given GNSS tropospheric model. A typical way to use this class follows: The ""ComputeTropModel"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will try to compute the main values of the corresponding tropospheric model: Total tropospheric slant correction, dry vertical delay, wet vertical delay, dry mapping function value and wet mapping function value. When used with the "">>"" operator, this class returns the same incoming data structure with the extra data inserted along their corresponding satellites. Be warned that if a given satellite does not have the information needed (mainly elevation), it will be summarily deleted from the data structure. This also implies that if you try to use a ""ComputeTropModel"" object without first defining the tropospheric model, then ALL satellites will be deleted.",1
14966,"The 'zlib' compression library provides in-memory compression and decompression functions, including integrity checks of the uncompressed data. This version of the library supports only one compression method (deflation) but other algorithms will be added later and will have the same stream interface. Compression can be done in a single step if the buffers are large enough (for example if an input file is mmap'ed), or can be done by repeated calls of the compression function. In the latter case, the application must provide more input and/or consume the output (providing more output space) before each call. The library also supports reading and writing files in gzip (.gz) format with an interface similar to that of stdio. The library does not install any signal handler. The decoder checks the consistency of the compressed data, so the library should never crash even in case of corrupted input.",1
14967,"From an array of points in the rough shape of a tower, make a polyhedron. 'Tower' means the shape consists of layers of polygon points stack on each other. This function also handles the case of the top collapsing into a single point. So this shape works for (polyhedronized) cylinders, cones, spheres, cubes, and linear_extrudes. If the connecting quads are not planar, then tri_side can be set to non-false to split them into triangles. This shape is probably not nice, but correct in that the faces are planar, since every triangle is trivially planar). The top and bottom faces must be planar. rev^(m->d < 0) inverts face vertex order to allow managing mirroring and negative determinants. This also gives some freedom for the construction: if top and bottom are swapped (i.e., the points 0..fn-1 are the top, not the bottom), then rev be passed as non-false. This also runs xform and minmax, but not make_edges.",1
14968,"If a node already exists, then a dummy context is created that links to the root PLN dummy context. E.g. say we have and we want to add a new node with the same name and type, but with TV <0.5,0.5>. To achieve this we create a new dummy context link: If a link already exists, then the appropriate contexts for each outgoing atom are linked by a new dummy context link (with the appropriate context links of each atom in the outgoing set of the link in the same order as the outgoing set of the existing link). This link's outgoing set/list is prefixed by the root dummy context node if such a context to context link doesn't exist, if it does exist then the context links are searched for the ""bottom"" link and this is used as the prefix. E.g. say we have an InheritanceLink composed of two ConceptNodes that both have CompositeTruthValues: Then if we want to create yet another with a different truthvalue, we get:",1
14969,"This class is a helper class which is used to perform a closed-loop inverse kinematics (CLIK) calculation to compute the joint positions and velocities necessary for a given set of dependent positions and velocities (end-effector). The inverse kinematics calculation is done using a non-linear constrained optimization method (the nlip_newton_tr_factory method, which is a non-linear interior-point Newton method based on a trust-region search strategy, this method has shown rapid convergence for inverse kinematics problems). This class automatically builds inequality constraints based on the joint limits provided, to keep joints within a valid range. Then, the class builds equality constraints such that the end-effector pose and twist matches the desired values. Finally, one can specify a cost function to be minimized if there is sufficient redundancy to permit such optimization of the resulting configuration.",1
14970,"Helper class to use Google Mock's MOCK_METHODx + EXPECT_CALL etc mechanisms in order to verify that a QObject emits the correct number of signals with the correct parameters. Usage example: Say we have a class called Downloader, which can emit a signal completed(successful bool, const QByteArray& downloadedData) and say that we want to test that it emits a completed signal once with ""successful"" equal to ""true"", and any ""downloadedData"" (we don't care). We would first declare our downloader signal mock by doing something along the lines of: MOCK_SIGNAL2(completed, (bool, const QByteArray&)); }; and then we would fill in the expectations as per usual: Downloader downloader(...); DownloaderSignalSpy downloaderSignalSpy(&downloader); EXPECT_CALL(downloaderSignalSpy, completed(true, _)); ... start the downloader off ... So in general, we: Drawbacks: Custom constructors and destructors for MySignalSpy are not allowed.",1
14971,"This class is modeled after the std::map. it has as much of the same methods of std::map as possible. however, all methods consider the fact that the data are in distributed memory space, so to access the data, ""communication"" is needed. Note that ""communication"" is a weak concept here meaning that we are accessing a different local container. as such, communicator may be defined for MPI, UPC, OpenMP, etc. This allows the possibility of using distributed unordered map as local storage for coarser grain distributed container. Note that communicator requires a mapping strategy between a key and the target processor/thread/partition. The mapping may be done using a hash, similar to the local distributed unordered map, or it may be done via sorting/lookup or other mapping mechanisms. The choice may be constrained by the communication approach, e.g. global sorting does not work well with incremental async communication",1
14972,"The issue is that while these objects can be constructed in arbitrary orderings, they must be destroyed in a very specific ordering due to cross dependencies between them. For instance the RPC controller construction can be delayed until it is actually accessed, in which case it will spawn itself as a single-machine instance. The fiber controller can be started at any time, depending on whether RPC is used at all, etc. However, the fiber controller must be destroyed only after the RPC controller since the RPC uses the fiber control. The solution is to use a classical C++ pattern for static variable initialization: returning a static variable in a function. However, these functions will allocate these variables on the heap thus preventing automatic destruction. Destruction is then delayed until this global struct is deleted, whereby it will control the deletion based on which classes have or have not been instantiated.",1
14973,"message_stitch_sender() - stitch in new sender field : message to operate on : sender id to stitch in When the broker forwards messages, it needs to fill in the sender-field reliably. Unfortunately, this requires modifying the fields-array of the D-Bus header. Since we do not want to re-write the entire array, we allow some stitching magic here to happen. This means, we use some nice properties of tuple-arrays in the D-Bus marshalling (namely, they're 8-byte aligned, thus statically discoverable when we know the offset), and simply cut out the existing sender field and append a new one. This function must not be called more than once on any message (it will throw a fatal error). Furthermore, this will cut the message in parts, such that it is no longer readable linearly. However, none of the fields are relocated nor overwritten. That is, any cached pointer stays valid, though maybe no longer part of the actual message.",1
14974,"This class aims to compute the homography wrt. two images Marchand16a. These two images are both described by a set of points. The 2 sets (one per image) are sets of corresponding points : for a point in a image, there is the corresponding point (image of the same 3D point) in the other image points set. These 2 sets are the only data needed to compute the homography. One method used is the one introduced by Ezio Malis during his PhD TheseMalis. A normalization is carried out on this points in order to improve the conditioning of the problem, what leads to improve the stability of the result. The tutorial-homography explains how to use this class. The example below shows also how to manipulate this class to first compute a ground truth homography from camera poses, project pixel coordinates points using an homography and lastly estimate an homography from a subset of 4 matched points in frame a and frame b respectively.",1
14975,"This class is a wrap around the AdaptiveStochasticVarianceReducedGradientOptimizer class. It takes care of setting parameters and printing progress information. For more information about the optimization method, please read the documentation of the AdaptiveStochasticVarianceReducedGradientOptimizer class. This optimizer is very suitable to be used in combination with the Random image sampler, or with the RandomCoordinate image sampler, with the setting (NewSamplesEveryIteration ""true""). Much effort has been spent on providing reasonable default values for all parameters, to simplify usage. In most registration problems, good results should be obtained without specifying any of the parameters described below (except the first of course, which defines the optimizer to use). This optimization method is described in the following references: Acceleration in case of many transform parameters was proposed in the following paper:",1
14976,"This class aligns phase with code measurements. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""PhaseCodeAlignment"" object will visit every satellite in the GNSS data structure that is ""gRin"" and, if an arc change or cycle slip has happened, it will compute a phase offset in order to take the phase measurement close to the corresponding code measurement. By default, ""PhaseCodeAlignment"" objects will align the ionosphere-free phase combination (LC) with the corresponding code (PC). Also, it will check changes in satellite arcs in order to know when offset recomputing is necessary. All these defaults may be changed with the appropriate methods. The use of this class is not mandatory; however, it is recommendable given that resulting phase ambiguities are smaller, and it potentially improves the numerical stability of the solver.",1
14977,"This class filters out satellites with observations grossly out of bounds. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""SimpleFilter"" object will visit every satellite in the GNSS data structure that is ""gRin"" and will check that the given code observations are within some (preassigned) boundaries. By default, the algorithm will check C1 observables, the minimum limit is 15000000.0 meters and the maximum limit is 30000000.0 meters. You may change all these settings with the appropriate set methods. Also, you may set more than one observable to be checked by passing a ""TypeIDSet"" object to the appropriate constructors or methods. For instance: Be warned that if a given satellite does not have the observations required, or if their are out of bounds, the full satellite record will be summarily deleted from the data structure.",1
14978,"This class aligns phase with code measurements. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""PhaseCodeAlignment"" object will visit every satellite in the GNSS data structure that is ""gRin"" and, if an arc change or cycle slip has happened, it will compute a phase offset in order to take the phase measurement close to the corresponding code measurement. By default, ""PhaseCodeAlignment"" objects will align the ionosphere-free phase combination (LC) with the corresponding code (PC). Also, it will check changes in satellite arcs in order to know when offset recomputing is necessary. All these defaults may be changed with the appropriate methods. The use of this class is not mandatory; however, it is recommendable given that resulting phase ambiguities are smaller, and it potentially improves the numerical stability of the solver.",1
14979,"This class is modeled after the std::unordered_map. it has as much of the same methods of std::unordered_map as possible. however, all methods consider the fact that the data are in distributed memory space, so to access the data, ""communication"" is needed. Note that ""communication"" is a weak concept here meaning that we are accessing a different local container. as such, communicator may be defined for MPI, UPC, OpenMP, etc. This allows the possibility of using distributed unordered map as local storage for coarser grain distributed container. Note that communicator requires a mapping strategy between a key and the target processor/thread/partition. The mapping may be done using a hash, similar to the local distributed unordered map, or it may be done via sorting/lookup or other mapping mechanisms. The choice may be constrained by the communication approach, e.g. global sorting does not work well with incremental async communication",1
14980,"This class is modeled after the std::unordered_map. it has as much of the same methods of std::unordered_map as possible. however, all methods consider the fact that the data are in distributed memory space, so to access the data, ""communication"" is needed. Note that ""communication"" is a weak concept here meaning that we are accessing a different local container. as such, communicator may be defined for MPI, UPC, OpenMP, etc. This allows the possibility of using distributed unordered map as local storage for coarser grain distributed container. Note that communicator requires a mapping strategy between a key and the target processor/thread/partition. The mapping may be done using a hash, similar to the local distributed unordered map, or it may be done via sorting/lookup or other mapping mechanisms. The choice may be constrained by the communication approach, e.g. global sorting does not work well with incremental async communication",1
14981,"This class is modeled after the std::unordered_map. it has as much of the same methods of std::unordered_map as possible. however, all methods consider the fact that the data are in distributed memory space, so to access the data, ""communication"" is needed. Note that ""communication"" is a weak concept here meaning that we are accessing a different local container. as such, communicator may be defined for MPI, UPC, OpenMP, etc. This allows the possibility of using distributed unordered map as local storage for coarser grain distributed container. Note that communicator requires a mapping strategy between a key and the target processor/thread/partition. The mapping may be done using a hash, similar to the local distributed unordered map, or it may be done via sorting/lookup or other mapping mechanisms. The choice may be constrained by the communication approach, e.g. global sorting does not work well with incremental async communication",1
14982,"This class keeps track of satellite arcs caused by cycle slips. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""SatArcMarker"" object will visit every satellite in the GNSS data structure that is ""gRin"" and, if a cycle slip has happened (indicated by the corresponding CS flag), it will increase the value of the corresponding ""TypeID::satArc"" type. By default, the ""SatArcMarker"" objects will only watch the ""TypeID::CSL1"" cycle slip flag. This may be changed, although it is rarely necessary because CS detectors raise all flags when a cycle slip happens. An important feature of ""SatArcMarker"" objects is that you can set a period after arc change when the affected satellite will be considered ""unstable"". By default, unstable period is set to 31 s, but it may be changed using the appropriate constructor or using the ""setUnstablePeriod()"" method.",1
14983,"This class keeps track of satellite arcs caused by cycle slips. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""SatArcMarker"" object will visit every satellite in the GNSS data structure that is ""gRin"" and, if a cycle slip has happened (indicated by the corresponding CS flag), it will increase the value of the corresponding ""TypeID::satArc"" type. By default, the ""SatArcMarker"" objects will only watch the ""TypeID::CSL1"" cycle slip flag. This may be changed, although it is rarely necessary because CS detectors raise all flags when a cycle slip happens. An important feature of ""SatArcMarker"" objects is that you can set a period after arc change when the affected satellite will be considered ""unstable"". By default, unstable period is set to 31 s, but it may be changed using the appropriate constructor or using the ""setUnstablePeriod()"" method.",1
14984,"This class keeps track of satellite arcs caused by cycle slips. This class is meant to be used with the GNSS data structures objects found in ""DataStructures"" class. A typical way to use this class follows: The ""SatArcMarker2"" object will visit every satellite in the GNSS data structure that is ""gRin"" and, if a cycle slip has happened (indicated by the corresponding CS flag), it will increase the value of the corresponding ""TypeID::satArc"" type. By default, the ""SatArcMarker2"" objects will only watch the ""TypeID::CSL1"" cycle slip flag. This may be changed, although it is rarely necessary because CS detectors raise all flags when a cycle slip happens. An important feature of ""SatArcMarker2"" objects is that you can set a period after arc change when the affected satellite will be considered ""unstable"". By default, unstable period is set to 31 s, but it may be changed using the appropriate constructor or using the ""setUnstablePeriod()"" method.",1
